ORF	Start BP	End BP	Length
YBR154C	549003	548356	647
YBR155W	549765	550922	1157
YBR156C	553194	551098	2096
YBR157C	554304	553537	767
YBR158W	556543	558192	1649
YBR159W	558679	559722	1043
YBR160W	560072	560968	896
YBR161W	561629	562759	1130
YBR162C	564565	563198	1367
YBR162W-A	565226	565423	197
YBR163W	565718	567475	1757
YBR164C	568421	567870	551
YBR165W	568847	569680	833
YBR166C	571195	569837	1358
YBR167C	571885	571463	422
YBR168W	572366	573607	1241
YBR169C	575991	573910	2081
YBR170C	578081	576339	1742
YBR171W	578359	578979	620
YBR172C	581367	579145	2222
YBR173C	582167	581721	446
YBR175W	582403	583350	947
YBR174C	582647	582333	314
YBR176W	583715	584653	938
YBR178W	586066	586440	374
YBR177C	586157	584802	1355
YBR179C	589109	586542	2567
YBR180W	589736	591454	1718
YBR181C	592769	591707	1062
YBR182C	594859	593501	1358
YBR182C-A	595550	595356	194
YBR183W	596110	597060	950
YBR184W	597358	598929	1571
YBR185C	599954	599118	836
YBR186W	600548	602355	1807
YBR187W	602629	603471	842
YBR188C	604102	603680	422
YBR189W	604503	605503	1000
YBR190W	605961	606272	311
YBR191W	606265	607135	870
YBR191W-A	607144	607218	74
YBR192W	607647	608780	1133
YBR193C	609748	609077	671
YBR194W	610033	610404	371
YBR195C	611877	610609	1268
YBR196C	613895	612231	1664
YBR196C-A	614168	614019	149
YBR196C-B	614625	614521	104
YBR197C	615851	615198	653
YBR198C	618518	616122	2396
YBR199W	618904	620298	1394
YBR200W	620867	622522	1655
YBR200W-A	622978	623142	164
YBR201W	623572	624207	635
YBR202W	625767	628304	2537
YBR203W	629163	631937	2774
YBR204C	633376	632249	1127
YBR205W	633617	634831	1214
YBR206W	634596	634919	323
YBR207W	635141	636538	1397
YBR208C	642205	636698	5507
YBR209W	642578	642895	317
YBR210W	645545	645973	428
YBR211C	647127	646153	974
YBR212W	647881	649899	2018
YBR213W	650363	651187	824
YBR214W	651410	652993	1583
YBR215W	653441	655312	1871
YBR216C	657595	655571	2024
YBR217W	657827	658387	560
YBR218C	662244	658702	3542
YBR219C	663298	662494	804
YBR220C	664672	662990	1682
YBR221C	666248	665148	1100
YBR221W-A	666533	666637	104
YBR222C	668346	666715	1631
YBR223W-A	668716	668835	119
YBR224W	670120	670635	515
YBR223C	670292	668658	1634
YBR225W	670622	673324	2702
YBR226C	673560	673150	410
YBR227C	675129	673567	1562
YBR228W	675308	676222	914
YBR229C	679216	676352	2864
YBR230C	680045	679544	501
YBR230W-A	680357	680557	200
YBR231C	683085	682174	911
YBR233W	683423	684664	1241
YBR232C	683727	683368	359
YBR233W-A	684972	685256	284
YBR234C	686587	685433	1154
YBR235W	686896	690258	3362
YBR236C	691688	690378	1310
YBR237W	691964	694513	2549
YBR238C	697297	695102	2195
YBR239C	699938	698349	1589
YBR240C	701837	700485	1352
YBR241C	704050	702584	1466
YBR242W	704665	705381	716
YBR243C	706788	705442	1346
YBR244W	707523	708011	488
YBR245C	711534	708145	3389
YBR246W	711586	712749	1163
YBR247C	714450	712999	1451
YBR248C	716460	714802	1658
YBR249C	717989	716877	1112
YBR250W	719028	720599	1571
YBR251W	721385	722308	923
YBR252W	722606	723049	443
YBR253W	723265	723630	365
YBR254C	724258	723731	527
YBR255W	724451	726535	2084
YBR255C-A	727069	726613	456
YBR256C	728097	727381	716
YBR257W	728880	729719	839
YBR258C	730157	729729	428
YBR259W	730382	732448	2066
YBR260C	734634	732634	2000
YBR261C	735525	734827	698
YBR262C	736035	735715	320
YBR263W	736259	737731	1472
YBR264C	738364	737765	599
YBR265W	738577	739539	962
YBR267W	739836	741017	1181
YBR266C	740383	739931	452
YBR268W	741294	741611	317
YBR269C	742571	742155	416
YBR270C	744393	742756	1637
YBR271W	744847	746106	1259
YBR272C	747798	746356	1442
YBR273C	749366	748056	1310
YBR274W	749589	751172	1583
YBR275C	757101	751351	5750
YBR276C	760039	757616	2423
YBR278W	760290	760895	605
YBR277C	760612	760211	401
YBR279W	761253	762590	1337
YBR280C	764693	762780	1913
YBR281C	767602	764966	2636
YBR282W	768236	768676	440
YBR283C	770411	768939	1472
YBR284W	771235	773628	2393
YBR285W	773918	774352	434
YBR286W	774618	776309	1691
YBR287W	776567	777850	1283
YBR288C	779459	778008	1451
YBR289W	779663	782380	2717
YBR290W	782587	783552	965
YBR291C	784568	783669	899
YBR292C	785069	784698	371
YBR293W	787001	788425	1424
YBR294W	789230	791809	2579
YBR295W	792843	796493	3650
YBR296C	798516	796792	1724
YBR296C-A	800236	800117	119
YBR297W	800517	801923	1406
YBR298C	804469	802625	1844
YBR298C-A	805250	805029	221
YBR299W	805345	807099	1754
YBR301W	809051	809413	362
YBR300C	809091	808594	497
YBR302C	811473	810334	1139
YCL076W	1392	2135	743
YCL073C	8326	6479	1847
YCL069W	9706	11082	1376
YCL068C	12285	11503	782
YCL067C	13018	12386	632
YCL066W	13282	13809	527
YCL065W	13751	14119	368
YCL064C	16880	15798	1082
YCL063W	17290	18561	1271
YCL061C	22106	18816	3290
YCL059C	23379	22429	950
YCL058W-A	23527	23925	398
YCL058C	23981	23523	458
YCL057C-A	24325	24032	293
YCL057W	24768	26906	2138
YCL056C	27359	26925	434
YCL055W	27929	28936	1007
YCL054W	31449	33974	2525
YCL052C	35393	34143	1250
YCL051W	35865	37616	1751
YCL050C	38801	37836	965
YCL049C	40724	39786	938
YCL048W	42165	43556	1391
YCL047C	44437	43661	776
YCL046W	46640	46963	323
YCL045C	46905	44623	2282
YCL044C	48364	47111	1253
YCL043C	50221	48653	1568
YCL042W	50584	50943	359
YCL041C	50627	50133	494
YCL040W	50838	52340	1502
YCL039W	52645	54882	2237
YCL038C	56527	54941	1586
YCL037C	58678	57374	1304
YCL036W	59026	60726	1700
YCL035C	61173	60841	332
YCL034W	61658	62722	1064
YCL033C	63282	62776	506
YCL032W	63441	64481	1040
YCL031C	65568	64675	893
YCL030C	68333	65934	2399
YCL029C	69921	68599	1322
YCL028W	70150	71367	1217
YCL027W	71803	73341	1538
YCL026C-B	73986	73405	581
YCL026C-A	75285	74704	581
YCL025C	77918	76131	1787
YCL024W	79161	82274	3113
YCL023C	79295	78948	347
YCL022C	82084	81569	515
YCL021W-A	83619	83996	377
YCL018W	91323	92417	1094
YCL017C	94269	92776	1493
YCL016C	95762	94620	1142
YCL014W	96280	101190	4910
YCL012C	101787	101316	471
YCL011C	103357	102074	1283
YCL010C	104349	103570	779
YCL009C	105547	104618	929
YCL008C	106852	105695	1157
YCL005W-A	107022	107416	394
YCL007C	107365	106973	392
YCL005W	108020	108790	770
YCL004W	109104	110669	1565
YCL002C	111673	110842	831
YCL001W	111913	112479	566
YCL001W-A	113077	113538	461
YCL001W-B	113767	114021	254
YCR001W	115682	115996	314
YCR002C	118345	117377	968
YCR003W	118617	119168	551
YCR004C	120315	119572	743
YCR005C	122325	120943	1382
YCR006C	123000	122527	473
YCR007C	126727	126008	719
YCR008W	128467	130278	1811
YCR009C	131539	130742	797
YCR010C	133121	132270	851
YCR011C	136870	133721	3149
YCR012W	137743	138993	1250
YCR013C	139046	138399	647
YCR014C	140930	139182	1748
YCR015C	142167	141214	953
YCR016W	143631	144503	872
YCR017C	147631	144770	2861
YCR018C	148900	148235	665
YCR018C-A	151859	151605	254
YCR019W	152834	153925	1091
YCR020C	154656	154009	647
YCR020C-A	155093	154827	266
YCR020W-B	155317	155553	236
YCR021C	157102	156104	998
YCR022C	157760	157416	344
YCR023C	160368	158533	1835
YCR024C	162217	160739	1478
YCR024C-B	162860	162594	266
YCR024C-A	163062	162940	122
YCR025C	163851	163441	410
YCR026C	166334	164106	2228
YCR027C	167994	167365	629
YCR028C	172419	170881	1538
YCR028C-A	173435	172945	490
YCR030C	176433	173821	2612
YCR031C	178215	177495	720
YCR032W	179515	186018	6503
YCR033W	186484	190164	3680
YCR034W	190587	191630	1043
YCR035C	193013	191829	1184
YCR036W	193292	194293	1001
YCR037C	197180	194409	2771
YCR038W-A	199288	199413	125
YCR038C	199544	197616	1928
YCR039C	200173	199541	632
YCR040W	200437	200964	527
YCR041W	200906	201238	332
YCR042C	205392	201169	4223
YCR043C	206639	206256	383
YCR044C	207945	206872	1073
YCR045W-A	208746	209096	350
YCR045C	209605	208130	1475
YCR046C	210418	209909	509
YCR047W-A	211296	211502	206
YCR047C	211540	210713	827
YCR048W	211924	213756	1832
YCR049C	212312	211866	446
YCR050C	213767	213459	308
YCR051W	214066	214734	668
YCR052W	214989	216440	1451
YCR053W	216692	218236	1544
YCR054C	220062	218371	1691
YCR057C	223223	220452	2771
YCR059C	224225	223449	776
YCR060W	224394	224729	335
YCR061W	225558	227453	1895
YCR063W	228313	228786	473
YCR064C	228500	228090	410
YCR065W	229305	230999	1694
YCR066W	231495	232958	1463
YCR067C	236317	233120	3197
YCR068W	237209	238771	1562
YCR069W	239050	240006	956
YCR071C	240538	240098	440
YCR072C	242347	240800	1547
YCR073C	246579	242584	3995
YCR073W-A	246959	247906	947
YCR075C	248811	248029	782
YCR075W-A	248971	249198	227
YCR076C	250041	249289	752
YCR077C	252624	250234	2390
YCR079W	252841	254169	1328
YCR081W	254367	258650	4283
YCR081C-A	258647	258411	236
YCR082W	258879	259265	386
YCR083W	259574	259957	383
YCR084C	262448	260307	2141
YCR085W	262912	263265	353
YCR086W	263388	263960	572
YCR087W	263972	264487	515
YCR087C-A	264463	264002	461
YCR088W	265064	266842	1778
YCR089W	267430	272259	4829
YCR090C	272859	272311	548
YCR091W	274400	276562	2162
YCR092C	279903	276760	3143
YCR093W	280113	286439	6326
YCR094W	286758	287933	1175
YCR095C	289254	288166	1088
YCR095W-A	289635	289793	158
YCR096C	293534	293175	359
YCR097W	293831	294317	486
YCR097W-A	294435	294701	266
YCR098C	298601	297045	1556
YCR099C	301295	300828	467
YCR100C	302217	301267	950
YCR101C	303026	302478	548
YCR102C	305463	304357	1106
YCR102W-A	306731	306928	197
YCR104W	307797	308171	374
YCR105W	309066	310151	1085
YCR106W	310954	313452	2498
YCR107W	313886	314977	1091
YCR108C	316184	315993	191
YDL248W	1802	2953	1151
YDL247W-A	3762	3836	74
YDL247W	5985	7814	1829
YDL246C	9756	8683	1073
YDL245C	13360	11657	1703
YDL244W	16204	17226	1022
YDL243C	18566	17577	989
YDL242W	18959	19312	353
YDL241W	20635	21006	371
YDL240C-A	22608	22471	137
YDL240W	22823	25876	3053
YDL239C	28775	26403	2372
YDL238C	30454	28985	1469
YDL237W	30657	31829	1172
YDL236W	32296	33234	938
YDL235C	33918	33415	503
YDL234C	36478	34238	2240
YDL233W	36798	38174	1376
YDL232W	38488	38598	110
YDL231C	42245	38868	3377
YDL230W	42701	43708	1007
YDL229W	44066	45907	1841
YDL228C	45919	45278	641
YDL227C	48032	46272	1760
YDL226C	52174	51116	1058
YDL225W	52446	54101	1655
YDL224C	56347	54398	1949
YDL223C	60406	57266	3140
YDL222C	61802	60873	929
YDL221W	62012	62563	551
YDL220C	65019	62245	2774
YDL219W	65243	65766	523
YDL218W	66494	67447	953
YDL217C	68607	67984	623
YDL216C	70365	68998	1367
YDL215C	73919	70641	3278
YDL214C	76546	74447	2099
YDL213C	77967	77290	677
YDL212W	78427	79059	632
YDL211C	80413	79295	1118
YDL210W	84271	85986	1715
YDL209C	87227	86208	1019
YDL208W	87462	87983	521
YDL207W	88249	89865	1616
YDL206W	90177	92465	2288
YDL205C	93746	92763	983
YDL204W	94606	95787	1181
YDL203C	97954	96083	1871
YDL202W	98476	99225	749
YDL201W	99562	100422	860
YDL200C	101122	100502	620
YDL199C	103354	101291	2063
YDL198C	104552	103650	902
YDL197C	106495	104918	1577
YDL196W	106742	107071	329
YDL195W	107209	111030	3821
YDL194W	111581	114235	2654
YDL193W	114673	115800	1127
YDL192W	116322	116867	545
YDL191W	117665	118518	853
YDL190C	121593	118708	2885
YDL189W	122217	123590	1373
YDL188C	124999	123866	1133
YDL186W	125617	126450	833
YDL187C	125839	125510	329
YDL185W	126788	130003	3215
YDL185C-A	126836	126609	227
YDL184C	130485	130408	77
YDL183C	131834	130872	962
YDL182W	133438	134724	1286
YDL181W	135180	135437	257
YDL180W	135897	137540	1643
YDL179W	138292	139206	914
YDL178W	139523	141115	1592
YDL177C	141722	141210	512
YDL176W	142098	144224	2126
YDL175C	145519	144485	1034
YDL174C	147590	145827	1763
YDL173W	148192	149079	887
YDL172C	149087	148608	479
YDL171C	155641	149204	6437
YDL170W	156319	157905	1586
YDL169C	158736	158065	671
YDL168W	159605	160765	1160
YDL167C	163155	160996	2159
YDL166C	164043	163450	593
YDL165W	164291	164866	575
YDL163W	166957	167259	302
YDL164C	167255	164988	2267
YDL161W	167715	169079	1364
YDL162C	167716	167360	356
YDL160C-A	169609	169367	242
YDL160C	171931	170411	1520
YDL159W-A	172183	172314	131
YDL159W	172482	174029	1547
YDL159C-B	173233	173057	176
YDL158C	174175	173867	308
YDL157C	174589	174233	356
YDL156W	174919	176487	1568
YDL155W	176774	178057	1283
YDL154W	178335	181040	2705
YDL152W	182823	183188	365
YDL153C	183019	181187	1832
YDL150W	183344	184612	1268
YDL151C	183900	183319	581
YDL149W	184926	187919	2993
YDL148C	190587	188155	2432
YDL147W	190925	192262	1337
YDL146W	192751	194226	1475
YDL145C	198177	194572	3605
YDL144C	199733	198663	1070
YDL143W	199997	201583	1586
YDL142C	202571	201720	851
YDL141W	203040	205112	2072
YDL140C	210562	205361	5201
YDL139C	212047	211376	671
YDL138W	213352	215643	2291
YDL137W	216529	217074	545
YDL136W	217600	218367	767
YDL135C	219288	218680	608
YDL134C	220771	219662	1109
YDL133C-A	221801	221724	77
YDL133W	222427	223740	1313
YDL132W	224304	226751	2447
YDL131W	227393	228715	1322
YDL130W-A	229171	229431	260
YDL130W	229906	230527	621
YDL129W	231024	231899	875
YDL128W	232652	233887	1235
YDL127W	234927	235853	926
YDL126C	238664	236157	2507
YDL125C	239606	239019	587
YDL124W	240259	241197	938
YDL123W	241418	241840	422
YDL122W	242552	244981	2429
YDL121C	245582	245133	449
YDL120W	245923	246447	524
YDL118W	247302	247682	380
YDL119C	247612	246689	923
YDL117W	248581	251238	2657
YDL116W	251566	253746	2180
YDL115C	254717	253995	722
YDL114W-A	254935	255048	113
YDL114W	255604	256530	926
YDL113C	258555	256633	1922
YDL112W	258915	263225	4310
YDL111C	264110	263313	797
YDL110C	264964	264512	452
YDL109C	267201	265258	1943
YDL108W	267698	268699	1001
YDL107W	268921	269976	1055
YDL106C	271901	270222	1679
YDL105W	272389	273597	1208
YDL104C	274876	273653	1223
YDL103C	276581	275148	1433
YDL102W	276872	280165	3293
YDL101C	281848	280307	1541
YDL100C	283176	282112	1064
YDL099W	283419	284444	1025
YDL098C	285165	284581	584
YDL097C	286695	285391	1304
YDL095W	287059	289512	2453
YDL096C	287324	286998	326
YDL093W	289909	292140	2231
YDL094C	290081	289572	509
YDL092W	292781	293221	440
YDL091C	294759	293392	1367
YDL090C	296329	295034	1295
YDL089W	296820	298274	1454
YDL088C	300003	298417	1586
YDL087C	300999	300214	785
YDL086W	301413	302234	821
YDL086C-A	302089	301655	434
YDL085C-A	302670	302464	206
YDL085W	303211	304848	1637
YDL084W	305237	306577	1340
YDL083C	307789	306926	863
YDL082W	308424	309388	964
YDL081C	310122	309802	320
YDL080C	312471	310642	1829
YDL079C	314748	312951	1797
YDL078C	316388	315357	1031
YDL077C	320120	316971	3149
YDL076C	321552	320668	884
YDL075W	322226	322988	762
YDL074C	326149	324047	2102
YDL073W	326613	329567	2954
YDL072C	330447	329836	611
YDL070W	331025	332941	1916
YDL071C	331041	330667	374
YDL068W	333500	333829	329
YDL069C	333810	333121	689
YDL067C	334396	334217	179
YDL066W	334835	336121	1286
YDL065C	337301	336249	1052
YDL064W	337487	338070	583
YDL062W	339857	340282	425
YDL063C	340134	338272	1862
YDL061C	340798	340628	170
YDL060W	341619	343985	2366
YDL059C	344953	344237	716
YDL058W	345665	351037	5372
YDL057W	351434	352420	986
YDL056W	352877	355378	2501
YDL055C	356759	355674	1085
YDL054C	361285	359825	1460
YDL053C	362256	361699	557
YDL052C	363583	362672	911
YDL051W	363952	364779	827
YDL050C	364817	364446	371
YDL049C	365874	365068	806
YDL048C	368211	366739	1472
YDL047W	369769	370704	935
YDL046W	371237	371758	521
YDL045W-A	372245	372532	287
YDL045C	373605	372685	920
YDL044C	375286	373964	1322
YDL043C	376477	375677	800
YDL041W	378099	378452	353
YDL042C	378442	376754	1688
YDL040C	381435	378871	2564
YDL039C	382330	381983	347
YDL038C	384078	382327	1751
YDL037C	385584	384598	986
YDL036C	388898	387510	1388
YDL034W	391780	392124	344
YDL035C	392054	389169	2885
YDL032W	393687	393998	311
YDL033C	393909	392656	1253
YDL031W	394214	397201	2987
YDL030W	397534	399126	1592
YDL029W	399337	400635	1298
YDL028C	403288	400994	2294
YDL026W	404746	405057	311
YDL027C	404954	403692	1262
YDL025W-A	405407	405511	104
YDL025C	407203	405341	1862
YDL024C	409854	408448	1406
YDL022C-A	410053	409805	248
YDL022W	411822	412997	1175
YDL023C	412078	411758	320
YDL021W	413950	414885	935
YDL020C	416705	415110	1595
YDL019C	421511	417660	3851
YDL018C	423507	422830	677
YDL017W	424206	425729	1523
YDL016C	425869	425567	302
YDL015C	426931	425999	932
YDL014W	427361	428344	983
YDL013W	429064	430923	1859
YDL012C	431514	431105	409
YDL010W	432327	433022	695
YDL011C	432628	432305	323
YDL009C	433245	432922	323
YDL008W	433494	433991	497
YDL007W	438044	439357	1313
YDL006W	439906	440751	845
YDL005C	442306	441011	1295
YDL004W	443026	443508	482
YDL003W	444680	446380	1700
YDL002C	447575	446964	611
YDL001W	447981	449273	1292
YDR001C	452472	450217	2255
YDR002W	453042	453647	605
YDR003W	454119	454751	632
YDR003W-A	454779	454901	122
YDR004W	455198	456580	1382
YDR005C	458100	456833	1267
YDR006C	461244	458539	2705
YDR007W	461839	462513	674
YDR008C	462599	462249	350
YDR009W	463431	464993	1562
YDR010C	465380	465048	332
YDR011W	465916	470421	4505
YDR012W	471850	472938	1088
YDR013W	473154	473780	626
YDR014W	474043	475986	1943
YDR015C	478195	477806	389
YDR016C	478754	478470	284
YDR017C	482263	479111	3152
YDR018C	483856	482666	1190
YDR019C	485361	484159	1202
YDR020C	486440	485742	698
YDR021W	486800	487999	1199
YDR022C	488658	488068	590
YDR023W	489504	490892	1388
YDR024W	491013	491498	485
YDR025W	491511	492320	809
YDR026C	494264	492552	1712
YDR027C	497314	494645	2669
YDR028C	500875	497831	3044
YDR029W	501096	501410	314
YDR030C	503269	501749	1520
YDR031W	503494	503859	365
YDR032C	504691	504095	596
YDR033W	508143	509105	962
YDR034C	512105	509733	2372
YDR034C-A	520688	520512	176
YDR034W-B	521310	521465	155
YDR035W	521812	522924	1112
YDR036C	524709	523207	1502
YDR037W	525436	527211	1775
YDR038C	530693	527418	3275
YDR039C	534578	531303	3275
YDR040C	538463	535188	3275
YDR041W	539799	540410	611
YDR042C	541199	540597	602
YDR043C	543366	542671	695
YDR044W	546639	547625	986
YDR045C	548307	547975	332
YDR046C	550573	548759	1814
YDR047W	551857	552945	1088
YDR049W	553251	555149	1898
YDR048C	553395	553081	314
YDR050C	556469	555723	746
YDR051C	558057	557053	1004
YDR053W	560246	560641	395
YDR052C	560622	558508	2114
YDR054C	562324	561437	887
YDR055W	563524	564858	1334
YDR056C	565637	565020	617
YDR057W	565924	567552	1628
YDR058C	568700	567720	980
YDR059C	569767	569231	536
YDR060W	570645	573722	3077
YDR061W	574160	575779	1619
YDR062W	576470	578155	1685
YDR063W	578660	579109	449
YDR064W	579455	580449	994
YDR065W	580684	581781	1097
YDR066C	582495	581905	590
YDR067C	583462	582788	674
YDR068W	583710	584642	932
YDR069C	587716	584936	2780
YDR070C	588376	588095	281
YDR071C	589399	588824	575
YDR072C	591341	589758	1583
YDR073W	592435	592944	509
YDR074W	593889	596579	2690
YDR075W	597152	598078	926
YDR076W	598464	599684	1220
YDR077W	600789	601805	1016
YDR078C	602865	602194	671
YDR079W	603060	603395	335
YDR079C-A	603807	603589	218
YDR080W	604004	606982	2978
YDR081C	610077	607300	2777
YDR082W	610437	611921	1484
YDR083W	612069	613220	1151
YDR084C	613999	613400	599
YDR085C	616145	614283	1862
YDR086C	617165	616923	242
YDR087C	618301	617465	836
YDR088C	619640	618492	1148
YDR089W	622107	624716	2609
YDR090C	625993	625061	932
YDR091C	628529	626703	1826
YDR092W	629871	630600	729
YDR093W	631277	636115	4838
YDR094W	635835	636170	335
YDR095C	636522	636112	410
YDR096W	637134	639818	2684
YDR097C	643832	640104	3728
YDR098C	645030	644173	857
YDR099W	653602	654423	821
YDR100W	655008	655439	431
YDR101C	657462	655681	1781
YDR102C	657975	657643	332
YDR103W	658345	661098	2753
YDR104C	664905	661168	3737
YDR105C	666765	665344	1421
YDR106W	666999	667853	854
YDR107C	671029	669011	2018
YDR108W	671264	673360	2096
YDR109C	675662	673515	2147
YDR110W	676097	677797	1700
YDR112W	679539	679847	308
YDR111C	679759	678236	1523
YDR113C	681612	680491	1121
YDR115W	682170	682487	317
YDR114C	682221	681919	302
YDR116C	683576	682719	857
YDR117C	685638	683941	1697
YDR118W	685877	687835	1958
YDR118W-A	687763	687879	116
YDR119W	688222	690528	2306
YDR120C	693256	691544	1712
YDR121W	693580	694170	590
YDR122W	694695	697889	3194
YDR123C	699463	698549	914
YDR124W	700310	701284	974
YDR125C	702753	701392	1361
YDR126W	703229	704239	1010
YDR127W	704479	709245	4766
YDR128W	709544	712990	3446
YDR129C	715374	713335	2039
YDR130C	716617	715742	875
YDR131C	718455	716785	1670
YDR132C	720298	718811	1487
YDR133C	721292	720957	335
YDR135C	727546	722999	4547
YDR137W	728254	730245	1991
YDR136C	728278	727706	572
YDR138W	730573	732831	2258
YDR139C	733919	733613	306
YDR140W	734133	734798	665
YDR141C	739992	734896	5096
YDR142C	741595	740468	1127
YDR143C	743869	742037	1832
YDR144C	746096	744306	1790
YDR145W	746733	748352	1619
YDR146C	750737	748608	2129
YDR147W	751626	753230	1604
YDR148C	755061	753670	1391
YDR150W	755623	763869	8246
YDR149C	756257	755550	707
YDR151C	765150	764173	977
YDR152W	765701	766498	797
YDR153C	767966	766731	1235
YDR154C	768748	768398	350
YDR155C	768995	768507	488
YDR156W	769520	769933	413
YDR157W	769926	770327	401
YDR158W	770352	771449	1097
YDR159W	771872	775777	3905
YDR160W	776158	778716	2558
YDR161W	779038	780201	1163
YDR162C	781095	780385	710
YDR163W	781418	781945	527
YDR164C	784210	782036	2174
YDR165W	784866	786200	1334
YDR166C	789216	786301	2915
YDR167W	789444	790064	620
YDR168W	790323	791843	1520
YDR169C	793884	792343	1541
YDR169C-A	794718	794569	149
YDR170C	802217	796188	6029
YDR171W	806616	807743	1127
YDR172W	808319	810376	2057
YDR173C	811627	810560	1067
YDR174W	812105	812845	740
YDR175C	814147	813188	959
YDR176W	814447	816555	2108
YDR177W	816873	817520	647
YDR178W	817945	818490	545
YDR179C	819191	818703	488
YDR179W-A	819428	820819	1391
YDR180W	821290	825771	4481
YDR181C	827350	825905	1445
YDR182W	827577	829052	1475
YDR182W-A	829146	829349	203
YDR183W	829580	830272	692
YDR183C-A	830649	830392	257
YDR184C	831508	830624	884
YDR185C	832468	831929	539
YDR186C	835487	832854	2633
YDR188W	836416	838056	1640
YDR187C	836741	836223	518
YDR189W	838387	840387	2000
YDR190C	841990	840599	1391
YDR191W	842332	843444	1112
YDR193W	844549	844947	398
YDR192C	844856	843564	1292
YDR194C	847941	845947	1994
YDR194W-A	848066	848218	152
YDR195W	848594	850195	1601
YDR196C	850994	850269	725
YDR197W	851223	852392	1169
YDR198C	853967	852528	1439
YDR199W	854170	854535	365
YDR200C	856088	854274	1814
YDR201W	856312	856809	497
YDR203W	857677	857994	317
YDR202C	857948	856893	1055
YDR204W	858132	859139	1007
YDR205W	859341	861515	2174
YDR206W	862049	864703	2654
YDR207C	867517	865007	2510
YDR208W	868219	870558	2339
YDR210W	871069	871296	227
YDR209C	871444	871031	413
YDR211W	884722	886860	2138
YDR212W	887227	888906	1679
YDR213W	889746	892487	2741
YDR214W	892870	893922	1052
YDR215C	894496	894113	383
YDR216W	895029	899000	3971
YDR217C	903474	899545	3929
YDR218C	905046	903775	1271
YDR219C	906846	905449	1397
YDR220C	907287	906994	293
YDR221W	907324	909432	2108
YDR222W	910048	911295	1247
YDR223W	912093	913496	1403
YDR224C	914706	914311	395
YDR225W	915524	915922	398
YDR226W	916480	917148	668
YDR227W	917565	921641	4076
YDR228C	923800	921920	1880
YDR229W	924779	926140	1361
YDR230W	926217	926564	347
YDR231C	926904	926287	617
YDR232W	927446	929092	1646
YDR233C	930351	929464	887
YDR234W	931123	933204	2081
YDR235W	933498	935132	1634
YDR236C	935886	935230	656
YDR237W	936609	937487	878
YDR238C	940810	937889	2921
YDR239C	943414	941051	2363
YDR241W	945145	945432	287
YDR240C	945146	943668	1478
YDR242W	946801	948450	1649
YDR243C	950278	948512	1766
YDR244W	950557	952395	1838
YDR245W	952794	953975	1181
YDR246W	954282	954941	659
YDR246W-A	955127	955327	200
YDR247W	956007	957392	1385
YDR248C	958333	957752	581
YDR249C	959796	958675	1121
YDR250C	960355	960080	275
YDR251W	960608	963100	2492
YDR252W	963406	963855	449
YDR253C	964559	963984	575
YDR254W	965107	966483	1376
YDR255C	967816	966551	1265
YDR256C	969674	968127	1547
YDR257C	971468	969984	1484
YDR258C	974237	971802	2435
YDR259C	975776	974625	1151
YDR260C	977223	976711	512
YDR261C	979203	977515	1688
YDR262W	993128	993946	818
YDR263C	995528	994236	1292
YDR264C	998317	996023	2294
YDR265W	998858	999871	1013
YDR266C	1002017	1000098	1919
YDR267C	1003496	1002504	992
YDR268W	1003998	1005137	1139
YDR270W	1005669	1008683	3014
YDR269C	1005982	1005659	323
YDR271C	1008760	1008389	371
YDR272W	1009004	1009828	824
YDR273W	1010170	1011267	1097
YDR274C	1011954	1011583	371
YDR275W	1012246	1012953	707
YDR276C	1013637	1013470	167
YDR277C	1015696	1014395	1301
YDR278C	1017312	1016995	317
YDR279W	1019362	1020414	1052
YDR280W	1020741	1021658	917
YDR281C	1022315	1022001	314
YDR282C	1024749	1023505	1244
YDR283C	1030043	1025064	4979
YDR284C	1031413	1030544	869
YDR285W	1032430	1035057	2627
YDR286C	1035569	1035225	344
YDR287W	1035989	1036867	878
YDR288W	1037189	1038100	911
YDR290W	1039364	1039693	329
YDR289C	1039503	1038274	1229
YDR291W	1039722	1042955	3233
YDR292C	1045005	1043140	1865
YDR293C	1049386	1045634	3752
YDR294C	1052222	1050453	1769
YDR295C	1054641	1052617	2024
YDR296W	1055206	1055886	680
YDR297W	1056545	1057594	1049
YDR298C	1058808	1058170	638
YDR299W	1059621	1061225	1604
YDR300C	1062785	1061499	1286
YDR301W	1063346	1067419	4073
YDR302W	1067725	1068384	659
YDR303C	1071380	1068723	2657
YDR304C	1072551	1071874	677
YDR305C	1073482	1072740	742
YDR306C	1075165	1073729	1436
YDR307W	1075859	1077847	1988
YDR308C	1078443	1078021	422
YDR309C	1080193	1079042	1151
YDR310C	1084310	1081122	3188
YDR311W	1085060	1086988	1928
YDR312W	1087576	1088937	1361
YDR313C	1090074	1089214	860
YDR314C	1092506	1090428	2078
YDR315C	1093581	1092736	845
YDR316W	1093758	1095173	1415
YDR317W	1102179	1103423	1244
YDR318W	1103753	1104942	1189
YDR319C	1105822	1104998	824
YDR320C	1108096	1106090	2006
YDR320W-B	1108479	1108616	137
YDR320C-A	1108493	1108275	218
YDR321W	1108697	1109842	1145
YDR322W	1110584	1111687	1103
YDR322C-A	1112288	1111998	290
YDR323C	1114022	1112475	1547
YDR324C	1116758	1114428	2330
YDR325W	1117119	1120226	3107
